0.999183 ; 0.700293 ; 0.200058
0.997596 ; 0.700778 ; 0.200173
0.995282 ; 0.701366 ; 0.200344
0.992281 ; 0.701978 ; 0.200568
0.988624 ; 0.702542 ; 0.200845
0.984332 ; 0.702998 ; 0.201170
0.979412 ; 0.703295 ; 0.201543
0.973844 ; 0.703391 ; 0.201959
0.967585 ; 0.703257 ; 0.202416
0.960552 ; 0.702873 ; 0.202908
0.952632 ; 0.702230 ; 0.203431
0.943688 ; 0.701326 ; 0.203979
0.933584 ; 0.700165 ; 0.204548
0.922212 ; 0.698751 ; 0.205133
0.909512 ; 0.697082 ; 0.205729
0.895480 ; 0.695153 ; 0.206334
0.880160 ; 0.692954 ; 0.206946
0.863634 ; 0.690470 ; 0.207563
0.846003 ; 0.687679 ; 0.208184
0.827383 ; 0.684561 ; 0.208809
0.807888 ; 0.681087 ; 0.209437
0.787626 ; 0.677225 ; 0.210065
0.766695 ; 0.672938 ; 0.210693
0.745178 ; 0.668186 ; 0.211319
0.723153 ; 0.662925 ; 0.211940
0.700688 ; 0.657118 ; 0.212555
0.677851 ; 0.650734 ; 0.213161
0.654716 ; 0.643757 ; 0.213758
0.631361 ; 0.636180 ; 0.214344
0.607867 ; 0.628012 ; 0.214920
0.584323 ; 0.619267 ; 0.215486
0.560818 ; 0.609966 ; 0.216043
0.537440 ; 0.600129 ; 0.216591
0.514280 ; 0.589775 ; 0.217132
0.491428 ; 0.578919 ; 0.217666
0.468975 ; 0.567565 ; 0.218192
0.447012 ; 0.555711 ; 0.218713
0.425632 ; 0.543345 ; 0.219226
0.404924 ; 0.530447 ; 0.219733
0.384974 ; 0.516997 ; 0.220233
0.365858 ; 0.502977 ; 0.220725
0.347639 ; 0.488378 ; 0.221210
0.330364 ; 0.473206 ; 0.221686
0.314065 ; 0.457482 ; 0.222155
0.298758 ; 0.441242 ; 0.222617
0.284447 ; 0.424536 ; 0.223072
0.271127 ; 0.407424 ; 0.223521
0.258790 ; 0.389977 ; 0.223965
0.247425 ; 0.372271 ; 0.224405
0.237026 ; 0.354389 ; 0.224842
0.227592 ; 0.336417 ; 0.225276
0.219133 ; 0.318448 ; 0.225708
0.211668 ; 0.300575 ; 0.226139
0.205230 ; 0.282897 ; 0.226568
0.199859 ; 0.265515 ; 0.226997
0.195605 ; 0.248529 ; 0.227426
0.192517 ; 0.232032 ; 0.227855
0.190642 ; 0.216112 ; 0.228283
0.190012 ; 0.200843 ; 0.228711
0.190642 ; 0.186286 ; 0.229138
0.192529 ; 0.172481 ; 0.229566
0.195647 ; 0.159453 ; 0.229994
0.199953 ; 0.147209 ; 0.230422
0.205388 ; 0.135743 ; 0.230851
0.211883 ; 0.125036 ; 0.231281
0.219363 ; 0.115058 ; 0.231711
0.227755 ; 0.105773 ; 0.232143
0.236987 ; 0.097139 ; 0.232576
0.246998 ; 0.089113 ; 0.233012
0.257739 ; 0.081646 ; 0.233449
0.269174 ; 0.074690 ; 0.233889
0.281289 ; 0.068197 ; 0.234332
0.294086 ; 0.062120 ; 0.234778
0.307585 ; 0.056410 ; 0.235227
0.321825 ; 0.051023 ; 0.235680
0.336859 ; 0.045915 ; 0.236138
0.352748 ; 0.041043 ; 0.236599
0.369553 ; 0.036369 ; 0.237065
0.387331 ; 0.031854 ; 0.237536
0.406126 ; 0.027466 ; 0.238012
0.425961 ; 0.023171 ; 0.238493
0.446836 ; 0.018943 ; 0.238979
0.468726 ; 0.014755 ; 0.239470
0.491581 ; 0.010584 ; 0.239966
0.515325 ; 0.006410 ; 0.240466
0.539864 ; 0.002214 ; 0.240971
0.565086 ; -0.002020 ; 0.241479
0.590868 ; -0.006308 ; 0.241991
0.617077 ; -0.010664 ; 0.242507
0.643574 ; -0.015104 ; 0.243025
0.670221 ; -0.019640 ; 0.243545
0.696878 ; -0.024289 ; 0.244068
0.723407 ; -0.029066 ; 0.244593
0.749673 ; -0.033988 ; 0.245120
