0.700017 ; 0.700367 ; 0.300956
0.700059 ; 0.700986 ; 0.302770
0.700138 ; 0.701749 ; 0.305350
0.700271 ; 0.702552 ; 0.308609
0.700489 ; 0.703295 ; 0.312471
0.700831 ; 0.703874 ; 0.316864
0.701356 ; 0.704182 ; 0.321728
0.702145 ; 0.704104 ; 0.327008
0.703301 ; 0.703515 ; 0.332663
0.704945 ; 0.702282 ; 0.338654
0.707205 ; 0.700274 ; 0.344954
0.710205 ; 0.697371 ; 0.351535
0.714041 ; 0.693477 ; 0.358369
0.718774 ; 0.688530 ; 0.365426
0.724426 ; 0.682503 ; 0.372671
0.730980 ; 0.675404 ; 0.380068
0.738391 ; 0.667266 ; 0.387574
0.746594 ; 0.658149 ; 0.395147
0.755508 ; 0.648124 ; 0.402746
0.765048 ; 0.637279 ; 0.410327
0.775126 ; 0.625704 ; 0.417851
0.785653 ; 0.613497 ; 0.425277
0.796544 ; 0.600752 ; 0.432571
0.807718 ; 0.587559 ; 0.439701
0.819097 ; 0.574001 ; 0.446638
0.830607 ; 0.560154 ; 0.453358
0.842181 ; 0.546085 ; 0.459842
0.853754 ; 0.531856 ; 0.466071
0.865266 ; 0.517521 ; 0.472030
0.876661 ; 0.503132 ; 0.477707
0.887889 ; 0.488739 ; 0.483088
0.898901 ; 0.474388 ; 0.488161
0.909654 ; 0.460127 ; 0.492914
0.920107 ; 0.445999 ; 0.497335
0.930228 ; 0.432047 ; 0.501413
0.939986 ; 0.418308 ; 0.505138
0.949358 ; 0.404814 ; 0.508502
0.958329 ; 0.391588 ; 0.511498
0.966889 ; 0.378649 ; 0.514119
0.975036 ; 0.366006 ; 0.516359
0.982775 ; 0.353666 ; 0.518210
0.990118 ; 0.341626 ; 0.519660
0.997083 ; 0.329885 ; 0.520694
1.003695 ; 0.318434 ; 0.521286
1.009986 ; 0.307265 ; 0.521405
1.015993 ; 0.296369 ; 0.521010
1.021759 ; 0.285736 ; 0.520054
1.027330 ; 0.275355 ; 0.518484
1.032752 ; 0.265216 ; 0.516247
1.038069 ; 0.255307 ; 0.513296
1.043323 ; 0.245617 ; 0.509596
1.048546 ; 0.236133 ; 0.505125
1.053764 ; 0.226843 ; 0.499881
1.058992 ; 0.217732 ; 0.493885
1.064238 ; 0.208786 ; 0.487175
1.069501 ; 0.199988 ; 0.479811
1.074772 ; 0.191321 ; 0.471868
1.080038 ; 0.182764 ; 0.463437
1.085279 ; 0.174299 ; 0.454620
1.090474 ; 0.165902 ; 0.445530
1.095597 ; 0.157549 ; 0.436290
1.100622 ; 0.149215 ; 0.427027
1.105519 ; 0.140872 ; 0.417876
1.110260 ; 0.132491 ; 0.408972
1.114818 ; 0.124044 ; 0.400447
1.119163 ; 0.115503 ; 0.392430
1.123273 ; 0.106843 ; 0.385041
1.127123 ; 0.098039 ; 0.378383
1.130695 ; 0.089073 ; 0.372543
1.133975 ; 0.079929 ; 0.367589
1.136951 ; 0.070599 ; 0.363565
1.139618 ; 0.061077 ; 0.360495
1.141970 ; 0.051362 ; 0.358383
1.144010 ; 0.041457 ; 0.357212
1.145739 ; 0.031367 ; 0.356950
1.147161 ; 0.021099 ; 0.357552
1.148282 ; 0.010662 ; 0.358961
1.149107 ; 0.000061 ; 0.361111
1.149644 ; -0.010695 ; 0.363929
1.149898 ; -0.021601 ; 0.367338
1.149872 ; -0.032656 ; 0.371258
1.149571 ; -0.043856 ; 0.375607
1.148998 ; -0.055204 ; 0.380301
1.148153 ; -0.066703 ; 0.385259
1.147039 ; -0.078356 ; 0.390401
1.145655 ; -0.090169 ; 0.395650
1.144002 ; -0.102147 ; 0.400934
1.142081 ; -0.114292 ; 0.406186
1.139895 ; -0.126608 ; 0.411344
1.137447 ; -0.139094 ; 0.416354
1.134743 ; -0.151744 ; 0.421168
1.131789 ; -0.164551 ; 0.425746
1.128594 ; -0.177505 ; 0.430056
1.125170 ; -0.190590 ; 0.434073
1.121528 ; -0.203787 ; 0.437777
1.117681 ; -0.217076 ; 0.441155
1.113641 ; -0.230434 ; 0.444201
1.109421 ; -0.243836 ; 0.446910
1.105034 ; -0.257255 ; 0.449285
1.100491 ; -0.270665 ; 0.451328
1.095802 ; -0.284040 ; 0.453047
1.090974 ; -0.297352 ; 0.454451
1.086012 ; -0.310578 ; 0.455550
1.080921 ; -0.323691 ; 0.456354
1.075700 ; -0.336669 ; 0.456876
1.070347 ; -0.349491 ; 0.457127
1.064859 ; -0.362136 ; 0.457120
1.059229 ; -0.374585 ; 0.456866
1.053447 ; -0.386822 ; 0.456378
1.047505 ; -0.398832 ; 0.455665
1.041392 ; -0.410602 ; 0.454741
1.035096 ; -0.422120 ; 0.453615
1.028608 ; -0.433378 ; 0.452298
1.021918 ; -0.444366 ; 0.450800
1.015020 ; -0.455079 ; 0.449134
1.007908 ; -0.465512 ; 0.447308
1.000581 ; -0.475662 ; 0.445334
0.993039 ; -0.485527 ; 0.443223
0.985289 ; -0.495108 ; 0.440986
0.977338 ; -0.504403 ; 0.438635
0.969198 ; -0.513417 ; 0.436182
0.960884 ; -0.522151 ; 0.433639
0.952414 ; -0.530609 ; 0.431017
0.943808 ; -0.538797 ; 0.428328
0.935089 ; -0.546720 ; 0.425586
0.926280 ; -0.554385 ; 0.422801
0.917408 ; -0.561797 ; 0.419985
0.908498 ; -0.568965 ; 0.417150
0.899575 ; -0.575895 ; 0.414307
0.890667 ; -0.582596 ; 0.411465
0.881799 ; -0.589075 ; 0.408636
0.872995 ; -0.595342 ; 0.405828
0.864279 ; -0.601404 ; 0.403049
0.855675 ; -0.607269 ; 0.400309
0.847202 ; -0.612947 ; 0.397613
0.838882 ; -0.618446 ; 0.394970
0.830731 ; -0.623773 ; 0.392386
0.822767 ; -0.628937 ; 0.389864
0.815004 ; -0.633946 ; 0.387411
0.807456 ; -0.638808 ; 0.385031
0.800132 ; -0.643530 ; 0.382726
0.793044 ; -0.648120 ; 0.380500
0.786199 ; -0.652584 ; 0.378356
0.779604 ; -0.656931 ; 0.376294
0.773263 ; -0.661166 ; 0.374316
0.767180 ; -0.665296 ; 0.372424
0.761357 ; -0.669327 ; 0.370617
0.755796 ; -0.673265 ; 0.368895
0.750496 ; -0.677116 ; 0.367259
0.745456 ; -0.680884 ; 0.365707
0.740692 ; -0.684371 ; 0.363982
0.736202 ; -0.687587 ; 0.362109
0.731979 ; -0.690544 ; 0.360113
0.728019 ; -0.693253 ; 0.358016
0.724314 ; -0.695724 ; 0.355839
0.720859 ; -0.697970 ; 0.353600
0.717645 ; -0.700001 ; 0.351317
0.714664 ; -0.701829 ; 0.349006
0.711908 ; -0.703465 ; 0.346681
0.709368 ; -0.704920 ; 0.344355
