x	y	z
0.150552  0.139104  -0.996965
0.159276  0.149404  -0.980986
0.169758  0.158628  -0.969293
0.169510  0.163890  -0.967879
0.191098  0.185646  -0.938973
0.195567  0.190138  -0.934852
0.195705  0.191600  -0.935512
0.207694  0.196949  -0.935696
0.219099  0.202985  -0.939048
0.232865  0.211131  -0.951738
0.254265  0.237593  -0.971578
0.259944  0.243262  -0.972192
0.259589  0.243017  -0.965736
0.255641  0.234372  -0.931380
0.259490  0.233080  -0.926246
0.260998  0.229779  -0.913127
0.258914  0.227944  -0.905836
0.260235  0.221102  -0.859263
0.270236  0.226186  -0.860046
0.267445  0.219018  -0.851162
0.278024  0.225440  -0.821739
0.273704  0.214731  -0.782704
0.276097  0.207645  -0.789547
0.276876  0.209328  -0.779129
0.282829  0.214913  -0.783367
0.287056  0.204585  -0.795075
0.297545  0.204815  -0.795967
0.312216  0.205550  -0.798824
0.313432  0.196108  -0.801934
0.325245  0.200661  -0.797414
0.325472  0.192460  -0.787018
0.324942  0.178766  -0.785735
0.320239  0.165260  -0.785141
0.335319  0.163379  -0.776203
0.330573  0.158809  -0.775405
0.326660  0.153794  -0.756158
0.324424  0.146136  -0.760982
0.339429  0.138330  -0.765596
0.335632  0.130810  -0.747461
0.338398  0.124912  -0.763271
0.348238  0.124085  -0.785464
0.354378  0.124676  -0.789208
0.368617  0.129686  -0.820919
0.371237  0.124741  -0.826755
0.381148  0.116956  -0.838230
0.413031  0.114991  -0.897147
0.448756  0.114804  -0.937189
0.480148  0.119990  -0.979525
0.503303  0.118575  -1.015008
0.506701  0.113574  -1.021860
0.494335  0.105144  -0.996922
0.498920  0.094696  -1.006169
0.476497  0.076417  -0.939439
0.456314  0.063679  -0.909830
0.458810  0.058176  -0.904568
0.445929  0.052135  -0.889124
0.437435  0.041712  -0.882172
0.440835  0.025345  -0.878968
0.441117  0.020368  -0.879530
0.437604  0.015428  -0.882514
0.353150  0.016770  -0.959285
0.453383  -0.004568  -0.874300
0.443852  -0.010903  -0.884983
0.447118  -0.020868  -0.881517
0.441532  -0.021080  -0.890436
0.442795  -0.026209  -0.892982
0.438588  -0.046577  -0.894741
0.434525  -0.056868  -0.896838
0.446085  -0.062710  -0.889436
0.442237  -0.067943  -0.891856
0.434683  -0.068347  -0.897163
0.440892  -0.078732  -0.899441
0.451137  -0.104269  -0.899508
0.422055  -0.106258  -0.905584
0.410882  -0.111157  -0.903622
0.309135  -0.078757  -0.962118
0.405781  -0.114843  -0.892403
0.400302  -0.124846  -0.891483
0.409782  -0.139808  -0.890090
0.440290  -0.145770  -0.887931
0.440995  -0.149790  -0.889353
0.421911  -0.150636  -0.894379
0.418321  -0.152448  -0.897571
0.431906  -0.158320  -0.901999
0.427949  -0.163886  -0.904460
0.421864  -0.169153  -0.905173
0.440604  -0.185427  -0.909385
0.445940  -0.190663  -0.909739
0.423333  -0.190367  -0.908324
0.431861  -0.196471  -0.912727
0.454049  -0.226994  -0.926283
0.452074  -0.233951  -0.933058
0.432988  -0.232944  -0.929041
0.428866  -0.238859  -0.931542
0.444459  -0.246934  -0.942177
